feature,mean,std,min,max
STATUS_IMPROVEMENT,3223.836936314901,247.88120580135262,3025.28729057312,3501.657609939575
POS_RECENT_SK_DPD_mean,3163.5404205322266,671.3026468745562,2543.514274597168,3876.446689605713
AMT_CREDIT_SUM_OVERDUE_mean,3036.2082036336265,2390.3691137494393,451.79810523986816,5167.748008728027
CC_RECENT_AMT_BALANCE_mean,3017.9574540456138,1605.9599368987347,1901.211908340454,4858.424942016602
PREV_CANCELED_COUNT,2994.6579710642495,1148.3033571459086,1866.1988983154297,4161.826717376709
FONDKAPREMONT_MODE,2960.8341007232666,1236.0170097656176,1550.267915725708,3854.439594268799
AMT_DRAWINGS_CURRENT_max,2868.085968017578,361.1763482054798,2540.0855140686035,3255.15598487854
POS_OLD_SK_DPD_mean,2853.396106084188,742.9409454978928,2050.2377223968506,3516.057098388672
AMT_REQ_CREDIT_BUREAU_MON,2815.0177688598633,1198.0885695850802,1837.9839134216309,4151.750385284424
CC_OLD_UTILIZATION_mean,2807.314168612162,440.9727904115125,2298.4858989715576,3078.3820085525513
CC_RECENT_AMT_PAYMENT_CURRENT_sum,2721.3505204518638,430.50525162707737,2417.9608039855957,3214.0743827819824
FLOORSMIN_MODE,2695.8062419891357,1007.8577632798992,1949.233112335205,3842.2348976135254
EXT_SOURCE_3_SQRT,2571.193441390991,630.3169370486269,1882.7885150909424,3120.0258979797363
ELEVATORS_MEDI,2453.698266983032,811.8886752415477,1793.6187839508057,3360.2660026550293
AMT_DRAWINGS_CURRENT_sum,2423.6225605010986,456.43067564859143,1899.366683959961,2732.609794616699
POS_RECENT_SK_DPD_DEF_max,2378.5990041097007,1528.8836767210553,1113.8341102600098,4077.6410121917725
NONLIVINGAPARTMENTS_MODE,2307.099867502848,698.3131363525019,1575.3696899414062,2966.34090423584
EXT_SOURCE_2_SQRT,2275.974459966024,11.857880269656318,2262.8017807006836,2285.7964935302734
FLAG_PHONE,2273.947534879049,317.4348428988555,1936.5450916290283,2566.683320045471
POS_RECENT_SK_DPD_DEF_mean,2272.548905054728,404.9199450535052,2033.1869926452637,2740.065408706665
AMT_CREDIT_SUM_OVERDUE_max,2211.9845390319824,554.8853861088945,1831.258508682251,2848.6474075317383
NONLIVINGAPARTMENTS_MEDI,2197.427831967672,639.1918848794791,1478.3958892822266,2701.2042093276978
ELEVATORS_MODE,2176.0606899261475,865.6357003063564,1462.6753997802734,3139.0834732055664
FLOORSMIN_MEDI,2136.1945432027183,457.343900009419,1747.5829219818115,2640.17631149292
CC_OLD_AMT_DRAWINGS_CURRENT_max,2067.016773223877,458.5836828289193,1648.518711090088,2557.2347049713135
SK_DPD_mean_y,2062.668902079264,332.4981223419762,1688.2571067810059,2323.474100112915
AMT_BALANCE_min,2057.798798878988,1391.132757759978,782.6141090393066,3541.3688945770264
CC_OLD_AMT_DRAWINGS_CURRENT_mean,1943.1736310323079,608.5255013197166,1259.6342906951904,2425.953100204468
POS_OLD_SK_DPD_DEF_mean,1877.5776329040527,54.433071762817306,1830.9834003448486,1937.4081916809082
EXT_SOURCE_1_SQRT,1829.103926340739,216.79783082461165,1610.840093612671,2044.4053955078125
POS_OLD_SK_DPD_max,1763.478333791097,1172.6011762381113,655.9479961395264,2991.799602508545
RECENT_PAY_UNDERPAYMENT_sum,1708.559045791626,254.44480440896035,1418.8256015777588,1895.652027130127
SK_DPD_sum_y,1667.153772354126,980.9536283942106,1040.0620079040527,2797.606601715088
MONTHS_BALANCE_max,1649.0012677510579,728.8667001130514,1221.2254009246826,2490.585403442383
CC_RECENT_MONTHS_BALANCE_count,1622.7765992482502,585.3602277012751,1188.9219036102295,2288.562692642212
STATUS_NUMERIC_sum,1597.9530715942383,460.1469910890986,1230.2169017791748,2113.954917907715
REG_CITY_NOT_WORK_CITY,1539.7150325775146,350.13911088691077,1209.310203552246,1906.7140865325928
FLAG_OWN_REALTY,1476.3960310618083,287.07209366925025,1234.6266975402832,1793.6759090423584
POS_RECENT_SK_DPD_sum,1457.511796951294,368.4916420451422,1133.556697845459,1858.394998550415
SK_DPD_DEF_mean_y,1382.0299371083577,399.8271257940161,1134.0773086547852,1843.2766933441162
POS_RECENT_SK_DPD_max,1284.6359055836995,536.0221094497917,674.1534996032715,1678.2124118804932
FLAG_DOCUMENT_8,1281.4721031188965,637.3753858740669,832.2320041656494,2010.9534034729004
CNT_CREDIT_PROLONG_mean,1185.8049710591633,589.6094727538767,795.806806564331,1864.0901012420654
EXT_SOURCE_3_LOG,1095.4158267974854,317.29589653683985,910.4447917938232,1461.791784286499
LIVE_CITY_NOT_WORK_CITY,1080.8529307047527,673.9900129652932,451.49230194091797,1792.0069980621338
OCCUPATION_TYPE_MISSING,883.2350012461344,423.376161207932,463.6385974884033,1310.2923049926758
RECENT_STATUS_STATUS_NUM_mean,853.8039042154948,166.83028303536906,665.526403427124,983.2418098449707
EXT_SOURCE_3_MISSING,833.188756942749,148.77134750399253,737.4699935913086,1004.5849857330322
MONTHS_BALANCE_max_x,816.4597714742025,528.1164166121215,215.9362030029297,1208.5667095184326
EXT_SOURCE_2_LOG,791.6565265655518,537.912004648703,242.06219482421875,1317.070686340332
BUREAU_STATUS_2_RATIO,773.1168632507324,724.2236823838866,343.67980194091797,1609.2754955291748
EXT_SOURCE_1_MISSING,714.3190695444742,321.8716470948666,441.9346981048584,1069.500804901123
EXT_SOURCE_1_LOG,714.2534351348877,382.9827180245056,386.4362030029297,1135.2178020477295
FLAG_DOCUMENT_18,705.5066350301107,584.0676177793124,233.38560104370117,1358.65380859375
FLAG_DOCUMENT_6,658.4656963348389,116.15544788181954,551.9166927337646,782.2920970916748
AMT_REQ_CREDIT_BUREAU_WEEK,654.1161689758301,393.75093137846216,266.07849884033203,1053.3419017791748
OLD_STATUS_STATUS_NUM_max,547.6106980641683,168.29158218366774,423.48999977111816,739.1607990264893
FLAG_EMAIL,487.4332326253255,409.3498819845165,142.20669555664062,939.6557006835938
LIVE_REGION_NOT_WORK_REGION,457.5655008951823,174.0383240120557,258.2396011352539,579.3921031951904
SK_DPD_DEF_sum_y,438.80949783325195,207.24433615796428,221.30480194091797,633.9851951599121
REG_REGION_NOT_WORK_REGION,421.2056001027425,36.59528983669306,380.83790016174316,452.20849990844727
FLAG_DOCUMENT_11,358.66809972127277,245.13077570433157,83.89839935302734,554.9197998046875
AMT_REQ_CREDIT_BUREAU_DAY,342.47153155008954,305.8820827310984,123.28840255737305,691.9232959747314
RECENT_CREDIT_DAY_OVERDUE_max,318.0330053965251,288.3403213821786,0.0,562.3806076049805
REG_REGION_NOT_LIVE_REGION,312.6781012217204,358.9978538776701,81.91239929199219,726.2888050079346
CC_DPD_TREND,293.01626777648926,230.37754437154888,27.020200729370117,428.90950202941895
FLAG_DOCUMENT_13,289.53440221150714,481.6685803094064,0.0,845.5582065582275
PAYMENT_STATUS_TREND,275.26293563842773,216.7839397669951,144.55670166015625,525.5003051757812
STATUS_NUMERIC_max,267.25029945373535,20.57596546291106,254.29719924926758,290.97600173950195
SK_DPD_max_y,266.06199836730957,235.02225034067314,0.0,445.3932991027832
EMERGENCYSTATE_MODE,255.3784008026123,87.44663412641448,188.0739974975586,354.21880531311035
BUREAU_STATUS_3_RATIO,227.93063354492188,231.4092603660599,60.650800704956055,492.0236988067627
HOUSETYPE_MODE,224.57636642456055,157.8504495159349,81.08819961547852,393.6606979370117
CNT_CREDIT_PROLONG_sum,209.46549860636392,113.29427453532082,136.45919799804688,339.98009872436523
RECENT_CREDIT_DAY_OVERDUE_mean,204.62466748555502,195.97372161941743,0.0,390.6165008544922
FLAG_DOCUMENT_5,187.7570654551188,325.2047768483011,0.0,563.2711963653564
CREDIT_DAY_OVERDUE_max,164.1163673400879,112.19162294975476,35.22600173950195,239.84939765930176
CREDIT_DAY_OVERDUE_mean,161.9086659749349,112.75833191250966,69.90250015258789,287.6963996887207
BUREAU_STATUS_5_RATIO,141.13309733072916,121.19068475109226,63.80149841308594,280.8040943145752
RECENT_STATUS_STATUS_NUM_sum,137.65246645609537,135.64120304363024,39.113399505615234,292.3547992706299
SK_DPD_DEF_max_y,133.39646593729654,112.58215851086386,34.123199462890625,255.71979904174805
FLAG_DOCUMENT_16,88.71513239542644,82.3408340430663,0.0,162.69079971313477
FLAG_EMP_PHONE,84.32400004069011,73.25875354650135,0.0,132.31199645996094
BUREAU_STATUS_4_RATIO,83.23313331604004,92.69983945652478,0.0,183.137300491333
OVERDUE_TREND,62.752132415771484,79.87270160794417,0.0,152.66259765625
CC_RECENT_SK_DPD_DEF_max,60.65910085042318,64.8370527194493,19.029800415039062,135.36340141296387
CC_RECENT_SK_DPD_DEF_sum,55.67913309733073,48.58149147087149,0.0,89.43789863586426
CNT_CREDIT_PROLONG_max,53.380167643229164,66.10732288620152,0.0,127.32590103149414
FLAG_DOCUMENT_9,51.43949890136719,44.555600581899256,0.0,77.98690032958984
CC_RECENT_SK_DPD_max,48.981232325236,43.48196502413242,0.0,83.02749824523926
RECENT_STATUS_STATUS_NUM_max,41.0212656656901,42.70602992130603,0.0,85.23309707641602
DAYS_EMPLOYED_ANOMALY,33.833333333333336,58.601052322747016,0.0,101.5
CC_RECENT_SK_DPD_mean,25.884066263834637,44.83251787544111,0.0,77.6521987915039
AMT_REQ_CREDIT_BUREAU_HOUR,21.9430669148763,20.11271809243001,0.0,39.50230026245117
CC_OLD_SK_DPD_mean,21.78053347269694,37.7249905906657,0.0,65.34160041809082
CC_RECENT_SK_DPD_sum,18.461100260416668,17.626402209322464,0.0,35.11330032348633
FLAG_DOCUMENT_14,9.38616689046224,16.25731794260138,0.0,28.15850067138672
FLAG_DOCUMENT_20,0.0,0.0,0.0,0.0
FLAG_DOCUMENT_17,0.0,0.0,0.0,0.0
FLAG_DOCUMENT_15,0.0,0.0,0.0,0.0
FLAG_DOCUMENT_2,0.0,0.0,0.0,0.0
FLAG_DOCUMENT_19,0.0,0.0,0.0,0.0
FLAG_DOCUMENT_7,0.0,0.0,0.0,0.0
FLAG_CONT_MOBILE,0.0,0.0,0.0,0.0
EXT_SOURCE_2_MISSING,0.0,0.0,0.0,0.0
FLAG_DOCUMENT_12,0.0,0.0,0.0,0.0
FLAG_DOCUMENT_10,0.0,0.0,0.0,0.0
FLAG_MOBIL,0.0,0.0,0.0,0.0
FLAG_DOCUMENT_4,0.0,0.0,0.0,0.0
FLAG_DOCUMENT_21,0.0,0.0,0.0,0.0
AMT_ANNUITY_MISSING,0.0,0.0,0.0,0.0
